id,model,condition,pass_at_1,pass_at_5,mean_ext_bleu,max_ext_bleu
HFT-0147,llama3-70b,agentic_react,1.0,1.0,0.1568,0.1605
HFT-0148,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0149,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0150,llama3-70b,agentic_react,0.3333,0.0,0.1339,0.1575
HFT-0151,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0152,llama3-70b,agentic_react,1.0,1.0,0.1675,0.1735
HFT-0153,llama3-70b,agentic_react,1.0,1.0,0.1699,0.1716
HFT-0154,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0155,llama3-70b,agentic_react,0.0,0.0,0.1339,0.1498
HFT-0156,llama3-70b,agentic_react,0.6667,0.0,0.1596,0.1766
HFT-0157,llama3-70b,agentic_react,1.0,1.0,0.1825,0.1907
HFT-0158,llama3-70b,agentic_react,1.0,1.0,0.1602,0.163
HFT-0159,llama3-70b,agentic_react,1.0,1.0,0.1754,0.1838
HFT-0160,llama3-70b,agentic_react,0.3333,0.0,0.1497,0.1692
HFT-0161,llama3-70b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0162,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0163,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0164,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0165,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0166,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0167,llama3-70b,agentic_react,0.0,0.0,0.1461,0.1496
HFT-0168,llama3-70b,agentic_react,0.0,0.0,0.1347,0.14
HFT-0169,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0170,llama3-70b,agentic_react,0.0,0.0,0.1488,0.1495
HFT-0171,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0172,llama3-70b,agentic_react,0.0,0.0,0.1413,0.1439
HFT-0173,llama3-70b,agentic_react,0.6667,0.0,0.15,0.1558
HFT-0174,llama3-70b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0175,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0176,llama3-70b,agentic_react,1.0,1.0,0.1651,0.1666
HFT-0177,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0178,llama3-70b,agentic_react,0.6667,0.0,0.1524,0.1569
HFT-0179,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0180,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0181,llama3-70b,agentic_react,0.3333,0.0,0.1454,0.1562
HFT-0182,llama3-70b,agentic_react,1.0,1.0,0.1994,0.2081
HFT-0183,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0184,llama3-70b,agentic_react,0.0,0.0,0.136,0.14
HFT-0185,llama3-70b,agentic_react,0.0,0.0,0.0,0.0
HFT-0186,llama3-70b,agentic_react,1.0,1.0,0.1759,0.1806
HFT-0187,llama3-70b,agentic_react,1.0,1.0,0.1534,0.1545
HFT-0188,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0189,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0190,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0191,llama3-70b,agentic_react,0.6667,0.0,0.1626,0.1758
HFT-0192,llama3-70b,agentic_react,0.6667,0.0,0.1472,0.1511
HFT-0193,llama3-70b,agentic_react,0.6667,0.0,0.1905,0.2249
HFT-0194,llama3-70b,agentic_react,1.0,1.0,0.1637,0.1716
HFT-0195,llama3-70b,agentic_react,1.0,1.0,0.1566,0.1626
HFT-0196,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0197,llama3-70b,agentic_react,0.0,0.0,0.076,0.076
HFT-0198,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0199,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0200,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0201,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0202,llama3-70b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0203,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0204,llama3-70b,agentic_react,0.0,0.0,0.14,0.14
HFT-0205,llama3-70b,agentic_react,0.6667,0.0,0.1577,0.1693
HFT-0000,mixtral-8x7b,agentic_react,1.0,1.0,0.1694,0.1732
HFT-0001,mixtral-8x7b,agentic_react,1.0,1.0,0.1817,0.1859
HFT-0002,mixtral-8x7b,agentic_react,0.0,0.0,0.1133,0.14
HFT-0003,mixtral-8x7b,agentic_react,1.0,1.0,0.1778,0.1832
HFT-0004,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0005,mixtral-8x7b,agentic_react,1.0,1.0,0.1938,0.2077
HFT-0006,mixtral-8x7b,agentic_react,0.6667,0.0,0.1617,0.1716
HFT-0007,mixtral-8x7b,agentic_react,0.3333,0.0,0.1471,0.1614
HFT-0008,mixtral-8x7b,agentic_react,1.0,1.0,0.1587,0.1614
HFT-0009,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0010,mixtral-8x7b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0011,mixtral-8x7b,agentic_react,0.3333,0.0,0.1463,0.1518
HFT-0012,mixtral-8x7b,agentic_react,0.0,0.0,0.0973,0.14
HFT-0013,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0014,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0015,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0016,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0017,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0018,mixtral-8x7b,agentic_react,0.3333,0.0,0.1451,0.1573
HFT-0019,mixtral-8x7b,agentic_react,0.0,0.0,0.1456,0.1493
HFT-0020,mixtral-8x7b,agentic_react,1.0,1.0,0.1636,0.1654
HFT-0021,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0022,mixtral-8x7b,agentic_react,0.3333,0.0,0.1481,0.1642
HFT-0023,mixtral-8x7b,agentic_react,1.0,1.0,0.1701,0.1712
HFT-0024,mixtral-8x7b,agentic_react,0.3333,0.0,0.1381,0.1533
HFT-0025,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0026,mixtral-8x7b,agentic_react,0.0,0.0,0.1373,0.14
HFT-0027,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0028,mixtral-8x7b,agentic_react,0.0,0.0,0.1053,0.136
HFT-0029,mixtral-8x7b,agentic_react,0.6667,0.0,0.1569,0.1707
HFT-0030,mixtral-8x7b,agentic_react,0.3333,0.0,0.1474,0.1542
HFT-0031,mixtral-8x7b,agentic_react,0.6667,0.0,0.1422,0.1554
HFT-0032,mixtral-8x7b,agentic_react,0.0,0.0,0.1293,0.14
HFT-0033,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0034,mixtral-8x7b,agentic_react,0.3333,0.0,0.1469,0.1516
HFT-0035,mixtral-8x7b,agentic_react,0.0,0.0,0.1307,0.14
HFT-0036,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0037,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0038,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0039,mixtral-8x7b,agentic_react,0.0,0.0,0.1373,0.14
HFT-0040,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0041,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0042,mixtral-8x7b,agentic_react,0.3333,0.0,0.1458,0.1573
HFT-0043,mixtral-8x7b,agentic_react,0.3333,0.0,0.1471,0.1613
HFT-0044,mixtral-8x7b,agentic_react,1.0,1.0,0.1617,0.1673
HFT-0045,mixtral-8x7b,agentic_react,1.0,1.0,0.1888,0.1957
HFT-0046,mixtral-8x7b,agentic_react,0.0,0.0,0.1267,0.14
HFT-0047,mixtral-8x7b,agentic_react,0.0,0.0,0.1093,0.128
HFT-0048,mixtral-8x7b,agentic_react,0.0,0.0,0.1373,0.14
HFT-0049,mixtral-8x7b,agentic_react,0.6667,0.0,0.1557,0.1783
HFT-0050,mixtral-8x7b,agentic_react,1.0,1.0,0.1929,0.2122
HFT-0051,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0052,mixtral-8x7b,agentic_react,0.0,0.0,0.1432,0.1497
HFT-0053,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0054,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0055,mixtral-8x7b,agentic_react,0.0,0.0,0.1199,0.1318
HFT-0056,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0057,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0058,mixtral-8x7b,agentic_react,1.0,1.0,0.1885,0.1938
HFT-0059,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0060,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0061,mixtral-8x7b,agentic_react,0.0,0.0,0.1338,0.1493
HFT-0062,mixtral-8x7b,agentic_react,1.0,1.0,0.1799,0.1842
HFT-0063,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0064,mixtral-8x7b,agentic_react,0.0,0.0,0.1462,0.1478
HFT-0065,mixtral-8x7b,agentic_react,0.6667,0.0,0.153,0.1623
HFT-0066,mixtral-8x7b,agentic_react,1.0,1.0,0.176,0.1859
HFT-0067,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0068,mixtral-8x7b,agentic_react,0.3333,0.0,0.1474,0.1621
HFT-0069,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0070,mixtral-8x7b,agentic_react,0.0,0.0,0.1187,0.128
HFT-0071,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0072,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0073,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0074,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0075,mixtral-8x7b,agentic_react,0.0,0.0,0.1473,0.1475
HFT-0076,mixtral-8x7b,agentic_react,0.0,0.0,0.1449,0.1451
HFT-0077,mixtral-8x7b,agentic_react,1.0,1.0,0.1724,0.1768
HFT-0078,mixtral-8x7b,agentic_react,0.0,0.0,0.1027,0.128
HFT-0079,mixtral-8x7b,agentic_react,0.6667,0.0,0.1517,0.1566
HFT-0080,mixtral-8x7b,agentic_react,1.0,1.0,0.168,0.1763
HFT-0081,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0082,mixtral-8x7b,agentic_react,0.0,0.0,0.1415,0.1444
HFT-0083,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0084,mixtral-8x7b,agentic_react,1.0,1.0,0.1789,0.1807
HFT-0085,mixtral-8x7b,agentic_react,0.3333,0.0,0.1424,0.1502
HFT-0086,mixtral-8x7b,agentic_react,0.3333,0.0,0.1454,0.1513
HFT-0087,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0088,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0089,mixtral-8x7b,agentic_react,0.0,0.0,0.1373,0.14
HFT-0090,mixtral-8x7b,agentic_react,0.0,0.0,0.1333,0.14
HFT-0091,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0092,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0093,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0094,mixtral-8x7b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0095,mixtral-8x7b,agentic_react,0.6667,0.0,0.1515,0.1544
HFT-0096,mixtral-8x7b,agentic_react,1.0,1.0,0.1598,0.1657
HFT-0097,mixtral-8x7b,agentic_react,1.0,1.0,0.236,0.2571
HFT-0098,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0099,mixtral-8x7b,agentic_react,0.0,0.0,0.1107,0.14
HFT-0100,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0101,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0102,mixtral-8x7b,agentic_react,1.0,1.0,0.182,0.1963
HFT-0103,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0104,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0105,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0106,mixtral-8x7b,agentic_react,0.6667,0.0,0.1594,0.1718
HFT-0107,mixtral-8x7b,agentic_react,0.0,0.0,0.132,0.14
HFT-0108,mixtral-8x7b,agentic_react,0.0,0.0,0.1408,0.1424
HFT-0109,mixtral-8x7b,agentic_react,0.0,0.0,0.1213,0.132
HFT-0110,mixtral-8x7b,agentic_react,1.0,1.0,0.1868,0.1961
HFT-0111,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0112,mixtral-8x7b,agentic_react,0.0,0.0,0.1347,0.14
HFT-0113,mixtral-8x7b,agentic_react,0.0,0.0,0.1213,0.14
HFT-0114,mixtral-8x7b,agentic_react,1.0,1.0,0.1766,0.1838
HFT-0115,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0116,mixtral-8x7b,agentic_react,0.0,0.0,0.1356,0.1498
HFT-0117,mixtral-8x7b,agentic_react,0.3333,0.0,0.1511,0.1734
HFT-0118,mixtral-8x7b,agentic_react,1.0,1.0,0.176,0.1815
HFT-0119,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0120,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0121,mixtral-8x7b,agentic_react,0.0,0.0,0.128,0.14
HFT-0122,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0123,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0124,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0125,mixtral-8x7b,agentic_react,0.0,0.0,0.1227,0.14
HFT-0126,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0127,mixtral-8x7b,agentic_react,0.3333,0.0,0.1484,0.1514
HFT-0128,mixtral-8x7b,agentic_react,0.0,0.0,0.1359,0.1392
HFT-0129,mixtral-8x7b,agentic_react,1.0,1.0,0.1803,0.2011
HFT-0130,mixtral-8x7b,agentic_react,0.0,0.0,0.08,0.128
HFT-0131,mixtral-8x7b,agentic_react,0.3333,0.0,0.1412,0.1507
HFT-0132,mixtral-8x7b,agentic_react,0.6667,0.0,0.1615,0.1696
HFT-0133,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0134,mixtral-8x7b,agentic_react,0.0,0.0,0.1444,0.1477
HFT-0135,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0136,mixtral-8x7b,agentic_react,1.0,1.0,0.1843,0.1888
HFT-0137,mixtral-8x7b,agentic_react,0.6667,0.0,0.156,0.1618
HFT-0138,mixtral-8x7b,agentic_react,0.0,0.0,0.1445,0.1495
HFT-0139,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0140,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0141,mixtral-8x7b,agentic_react,0.0,0.0,0.1293,0.14
HFT-0142,mixtral-8x7b,agentic_react,0.0,0.0,0.1067,0.14
HFT-0143,mixtral-8x7b,agentic_react,0.0,0.0,0.1422,0.1466
HFT-0144,mixtral-8x7b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0145,mixtral-8x7b,agentic_react,1.0,1.0,0.1822,0.2054
HFT-0146,mixtral-8x7b,agentic_react,0.6667,0.0,0.153,0.1614
HFT-0147,mixtral-8x7b,agentic_react,0.3333,0.0,0.1513,0.1559
HFT-0148,mixtral-8x7b,agentic_react,0.3333,0.0,0.1481,0.1511
HFT-0149,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0150,mixtral-8x7b,agentic_react,0.3333,0.0,0.1435,0.1606
HFT-0151,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0152,mixtral-8x7b,agentic_react,1.0,1.0,0.17,0.1835
HFT-0153,mixtral-8x7b,agentic_react,1.0,1.0,0.1925,0.1961
HFT-0154,mixtral-8x7b,agentic_react,0.6667,0.0,0.1497,0.1561
HFT-0155,mixtral-8x7b,agentic_react,0.6667,0.0,0.1503,0.1513
HFT-0156,mixtral-8x7b,agentic_react,1.0,1.0,0.1836,0.1975
HFT-0157,mixtral-8x7b,agentic_react,1.0,1.0,0.1644,0.1751
HFT-0158,mixtral-8x7b,agentic_react,0.6667,0.0,0.1563,0.166
HFT-0159,mixtral-8x7b,agentic_react,1.0,1.0,0.1872,0.1974
HFT-0160,mixtral-8x7b,agentic_react,1.0,1.0,0.154,0.1578
HFT-0161,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0162,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0163,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0164,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0165,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0166,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0167,mixtral-8x7b,agentic_react,0.6667,0.0,0.156,0.1653
HFT-0168,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0169,mixtral-8x7b,agentic_react,0.3333,0.0,0.1437,0.151
HFT-0170,mixtral-8x7b,agentic_react,0.0,0.0,0.1468,0.149
HFT-0171,mixtral-8x7b,agentic_react,0.0,0.0,0.1387,0.14
HFT-0172,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0173,mixtral-8x7b,agentic_react,1.0,1.0,0.1595,0.1646
HFT-0174,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0175,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0176,mixtral-8x7b,agentic_react,1.0,1.0,0.1766,0.2126
HFT-0177,mixtral-8x7b,agentic_react,0.0,0.0,0.1391,0.1494
HFT-0178,mixtral-8x7b,agentic_react,0.0,0.0,0.1439,0.1466
HFT-0179,mixtral-8x7b,agentic_react,0.0,0.0,0.1227,0.14
HFT-0180,mixtral-8x7b,agentic_react,0.0,0.0,0.1421,0.1463
HFT-0181,mixtral-8x7b,agentic_react,0.6667,0.0,0.1561,0.1654
HFT-0182,mixtral-8x7b,agentic_react,1.0,1.0,0.1915,0.22
HFT-0183,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0184,mixtral-8x7b,agentic_react,0.0,0.0,0.1373,0.14
HFT-0185,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0186,mixtral-8x7b,agentic_react,1.0,1.0,0.1773,0.1799
HFT-0187,mixtral-8x7b,agentic_react,0.3333,0.0,0.1455,0.1511
HFT-0188,mixtral-8x7b,agentic_react,0.0,0.0,0.1421,0.1463
HFT-0189,mixtral-8x7b,agentic_react,0.0,0.0,0.1053,0.14
HFT-0190,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0191,mixtral-8x7b,agentic_react,1.0,1.0,0.1635,0.1703
HFT-0192,mixtral-8x7b,agentic_react,0.0,0.0,0.1465,0.1485
HFT-0193,mixtral-8x7b,agentic_react,0.6667,0.0,0.1623,0.1733
HFT-0194,mixtral-8x7b,agentic_react,1.0,1.0,0.1648,0.1763
HFT-0195,mixtral-8x7b,agentic_react,0.3333,0.0,0.1439,0.1527
HFT-0196,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0197,mixtral-8x7b,agentic_react,0.0,0.0,0.1133,0.14
HFT-0198,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0199,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0200,mixtral-8x7b,agentic_react,0.0,0.0,0.136,0.14
HFT-0201,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0202,mixtral-8x7b,agentic_react,0.6667,0.0,0.1563,0.1681
HFT-0203,mixtral-8x7b,agentic_react,0.0,0.0,0.14,0.14
HFT-0204,mixtral-8x7b,agentic_react,0.0,0.0,0.1427,0.1482
HFT-0205,mixtral-8x7b,agentic_react,0.3333,0.0,0.1512,0.1628
